name;lvl;hp;mass;speed;armor;ammo;speed_ammo;dpm;type
T-15;3; 260;10,5;60;30;37;26,25;1 050;Лёгкий танк
Pz.Kpfw. II Ausf. J;3; 260;17,9;31;80;20;147,54;1 623;Лёгкий танк
Pz.Kpfw. 38 (t);3; 200;9,3;42;25;37;26,09;1 043;Лёгкий танк
Pz.Kpfw. 38 (t);3; 200;9,5;42;25;20;120,81;1 329;Лёгкий танк
Pz.Kpfw. 38 (t);3; 250;10,1;42;25;20;134,33;1 478;Лёгкий танк
Pz.Kpfw. 38 (t);3; 250;10,1;42;25;37;26,09;1 043;Лёгкий танк
Pz.Kpfw. 38 (t);3; 250;10,1;42;25;47;26,09;1 565;Лёгкий танк
Pz.Kpfw. III Ausf. A;3; 200;14,7;68;14,5;37;26,09;939;Лёгкий танк
Pz.Kpfw. III Ausf. A;3; 200;14,7;68;14,5;20;120,81;1 329;Лёгкий танк
Pz.Kpfw. III Ausf. A;3; 240;16,2;68;14,5;20;134,33;1 478;Лёгкий танк
Pz.Kpfw. III Ausf. A;3; 240;16,2;68;14,5;37;26,09;939;Лёгкий танк
Pz.Kpfw. III Ausf. A;3; 240;16,2;68;14,5;20;134,33;1 478;Лёгкий танк
Pz.Kpfw. III Ausf. A;3; 240;16,8;68;14,5;50;24,00;1 680;Лёгкий танк
Pz.Kpfw. II Ausf. G;3; 220;10,5;65;30;20;120,81;1 329;Лёгкий танк
Pz.Kpfw. II Ausf. G;3; 220;10,6;65;30;20;120,81;1 329;Лёгкий танк
Pz.Kpfw. II Ausf. G;3; 240;10,7;65;30;20;131,39;1 445;Лёгкий танк
Pz.Kpfw. II Ausf. G;3; 240;10,7;65;30;20;131,39;1 445;Лёгкий танк
Pz.Kpfw. II Ausf. G;3; 240;10,7;65;30;30;22,98;689;Лёгкий танк
Pz.Kpfw. I Ausf. C;3; 210;7,6;79;30;20;120,81;1 329;Лёгкий танк
Pz.Kpfw. I Ausf. C;3; 210;7,8;79;30;20;120,81;1 329;Лёгкий танк
Pz.Kpfw. I Ausf. C;3; 230;8,1;79;30;20;131,39;1 445;Лёгкий танк
Pz.Kpfw. I Ausf. C;3; 230;8,1;79;30;7,92;195,65;1 565;Лёгкий танк
Pz.Kpfw. I Ausf. C;3; 230;8,1;79;30;20;131,39;1 445;Лёгкий танк
Pz.Kpfw. 38 (t) n.A.;4; 300;10,9;64;30;37;26,09;1 043;Лёгкий танк
Pz.Kpfw. 38 (t) n.A.;4; 300;10,9;64;30;20;147,54;1 623;Лёгкий танк
Pz.Kpfw. 38 (t) n.A.;4; 300;10,9;64;30;47;26,09;1 565;Лёгкий танк
Pz.Kpfw. 38 (t) n.A.;4; 340;11,9;64;30;20;159,29;1 752;Лёгкий танк
Pz.Kpfw. 38 (t) n.A.;4; 340;11,9;64;30;37;26,09;1 043;Лёгкий танк
Pz.Kpfw. 38 (t) n.A.;4; 340;11,9;64;30;47;26,09;1 565;Лёгкий танк
Pz.Kpfw. 38 (t) n.A.;4; 340;12,5;64;30;50;24,00;1 680;Лёгкий танк
Pz.Kpfw. II Luchs;4; 310;11,7;60;30;20;147,54;1 623;Лёгкий танк
Pz.Kpfw. II Luchs;4; 310;11,8;60;30;37;26,09;939;Лёгкий танк
Pz.Kpfw. II Luchs;4; 310;11,8;60;30;20;147,54;1 623;Лёгкий танк
Pz.Kpfw. II Luchs;4; 310;11,9;60;30;30;28,24;847;Лёгкий танк
Pz.Kpfw. II Luchs;4; 340;12,9;60;30;20;159,29;1 752;Лёгкий танк
Pz.Kpfw. II Luchs;4; 340;12,9;60;30;37;26,09;939;Лёгкий танк
Pz.Kpfw. II Luchs;4; 340;12,9;60;30;20;159,29;1 752;Лёгкий танк
Pz.Kpfw. II Luchs;4; 340;13,5;60;30;50;24,00;1 680;Лёгкий танк
Pz.Kpfw. II Luchs;4; 340;13,5;60;30;50;24,00;1 680;Лёгкий танк
Pz.Kpfw. II Luchs;4; 340;12,9;60;30;30;31,34;940;Лёгкий танк
VK 16.02 Leopard;5; 440;21,2;60;50;20;159,29;1 752;Лёгкий танк
VK 16.02 Leopard;5; 440;21,9;60;50;50;28,57;2 000;Лёгкий танк
VK 16.02 Leopard;5; 440;21,4;60;50;30;38,33;1 150;Лёгкий танк
VK 28.01;6; 550;25,1;68;50;50;26,09;1 826;Лёгкий танк
VK 28.01;6; 550;25,2;68;50;75;15,79;1 737;Лёгкий танк
VK 28.01;6; 550;25,9;68;50;75;15,79;1 737;Лёгкий танк
VK 28.01;6; 550;26,0;68;50;75;15,79;1 737;Лёгкий танк
VK 28.01;6; 610;25,4;68;50;75;17,65;1 941;Лёгкий танк
VK 28.01;6; 610;25,4;68;50;50;26,09;1 826;Лёгкий танк
VK 28.01;6; 610;26,1;68;50;75;17,65;1 941;Лёгкий танк
VK 28.01;6; 610;26,8;68;50;105;7,50;2 625;Лёгкий танк
VK 28.01;6; 610;26,2;68;50;75;17,65;1 941;Лёгкий танк
Sp?hpanzer SP I C;7; 810;8,9;58;10;90;7,59;1 823;Лёгкий танк
Sp?hpanzer SP I C;7; 880;9,4;58;10;90;7,69;1 846;Лёгкий танк
Sp?hpanzer SP I C;7; 880;9,4;58;10;90;7,59;1 823;Лёгкий танк
Sp?hpanzer SP I C;7; 880;9,5;58;10;90;6,92;1 662;Лёгкий танк
Sp?hpanzer Ru 251;8;1 200;25,5;80;25;90;9,68;2 323;Лёгкий танк
Sp?hpanzer Ru 251;8;1 200;25,5;80;25;90;9,68;2 323;Лёгкий танк
Sp?hpanzer Ru 251;8;1 200;25,6;80;25;90;9,68;2 323;Лёгкий танк
Gro?traktor - Krupp;3; 320;16,4;44;14;75;10,91;1 200;Средний танк
Pz.Kpfw. S35 739 (f);3; 260;19,3;37;36;47;27,63;1 437;Средний танк
Pz.Kpfw. IV Ausf. A;3; 250;17,9;42;14,5;50;27,27;1 909;Средний танк
Pz.Kpfw. IV Ausf. A;3; 250;18,1;42;14,5;75;15,00;1 650;Средний танк
Pz.Kpfw. IV Ausf. A;3; 270;18,2;42;14,5;50;27,27;1 909;Средний танк
Pz.Kpfw. IV Ausf. A;3; 270;18,2;42;14,5;75;15,00;1 650;Средний танк
Pz.Kpfw. III;4; 310;18,1;64;70;37;26,09;939;Средний танк
Pz.Kpfw. III;4; 310;18,1;64;70;20;168,22;1 850;Средний танк
Pz.Kpfw. III;4; 310;18,8;64;70;50;24,00;1 680;Средний танк
Pz.Kpfw. III;4; 310;18,8;64;70;50;24,00;1 680;Средний танк
Pz.Kpfw. III;4; 350;19,2;64;70;37;26,09;939;Средний танк
Pz.Kpfw. III;4; 350;19,2;64;70;20;168,22;1 850;Средний танк
Pz.Kpfw. III;4; 350;19,8;64;70;50;24,00;1 680;Средний танк
Pz.Kpfw. III;4; 350;19,9;64;70;75;13,95;1 535;Средний танк
Pz.Kpfw. III;4; 350;19,8;64;70;50;24,00;1 680;Средний танк
Pz.Kpfw. IV Ausf. D;4; 310;19,6;42;30;50;28,57;2 000;Средний танк
Pz.Kpfw. IV Ausf. D;4; 310;19,7;42;30;75;15,38;1 692;Средний танк
Pz.Kpfw. IV Ausf. D;4; 310;19,7;42;30;50;26,09;1 826;Средний танк
Pz.Kpfw. IV Ausf. D;4; 350;20,0;42;30;50;28,57;2 000;Средний танк
Pz.Kpfw. IV Ausf. D;4; 350;20,0;42;30;75;15,38;1 692;Средний танк
Pz.Kpfw. IV Ausf. D;4; 350;20,0;42;30;50;26,09;1 826;Средний танк
Pz.Kpfw. IV Ausf. D;4; 350;20,7;42;30;75;15,00;1 650;Средний танк
VK 20.01 (D);4; 310;21,9;50;50;50;24,00;1 680;Средний танк
VK 20.01 (D);4; 310;22,3;50;50;50;24,00;1 680;Средний танк
VK 20.01 (D);4; 350;22,7;50;50;50;24,00;1 680;Средний танк
VK 20.01 (D);4; 350;22,7;50;50;75;13,95;1 535;Средний танк
VK 20.01 (D);4; 350;22,7;50;50;50;24,00;1 680;Средний танк
Tur?n III protot?pus;5; 570;20,0;40;50;75;15,00;1 650;Средний танк
Pz.Kpfw. III Ausf. K;5; 600;23,0;40;50;75;15,00;1 650;Средний танк
T-25;5; 610;19,9;60;50;75;14,00;1 540;Средний танк
Pz.Kpfw. IV hydrostat.;5; 550;24,0;48;50;75;13,95;1 535;Средний танк
Pz.Kpfw. III/IV;5; 380;23,8;55;60;75;13,95;1 535;Средний танк
Pz.Kpfw. III/IV;5; 380;23,9;55;60;75;13,95;1 535;Средний танк
Pz.Kpfw. III/IV;5; 440;25,0;55;60;75;13,95;1 535;Средний танк
Pz.Kpfw. III/IV;5; 440;25,1;55;60;75;13,95;1 535;Средний танк
Pz.Kpfw. IV Ausf. H;5; 440;24,5;40;80;75;13,95;1 535;Средний танк
Pz.Kpfw. IV Ausf. H;5; 440;24,6;40;80;75;13,95;1 535;Средний танк
Pz.Kpfw. IV Ausf. H;5; 480;25,0;40;80;75;15,00;1 650;Средний танк
Pz.Kpfw. IV Ausf. H;5; 480;25,7;40;80;105;7,50;2 625;Средний танк
Pz.Kpfw. IV Ausf. H;5; 480;25,1;40;80;75;15,00;1 650;Средний танк
Pz.Kpfw. V/IV Alpha;6; 820;40,6;55;85;75;15,79;1 737;Средний танк
Pz.Kpfw. V/IV;6; 820;40,6;55;85;75;15,79;1 737;Средний танк
Pz.Kpfw. IV Schmalturm;6; 730;29,9;48;80;75;13,04;1 761;Средний танк
VK 30.01 (D);6; 700;32,0;56;60;75;13,95;1 535;Средний танк
VK 30.01 (D);6; 770;32,5;56;60;75;15,00;1 650;Средний танк
VK 30.01 (D);6; 770;33,1;56;60;75;13,64;1 841;Средний танк
VK 30.02 (M);6; 760;39,9;55;60;75;15,00;1 650;Средний танк
VK 30.02 (M);6; 760;40,1;55;60;75;13,04;1 761;Средний танк
VK 30.02 (M);6; 840;41,8;55;60;75;16,67;1 833;Средний танк
VK 30.02 (M);6; 840;42,1;55;60;75;14,29;1 929;Средний танк
VK 30.01 (P);6; 610;35,5;60;75;75;15,00;1 650;Средний танк
VK 30.01 (P);6; 610;36,1;60;75;88;8,11;1 784;Средний танк
VK 30.01 (P);6; 710;38,3;60;75;105;7,50;2 625;Средний танк
VK 30.01 (P);6; 710;37,7;60;75;75;15,00;1 650;Средний танк
VK 30.01 (P);6; 710;37,9;60;75;75;13,04;1 761;Средний танк
VK 30.01 (P);6; 710;38,2;60;75;88;8,70;1 913;Средний танк
Panther/M10;7;1 300;46,0;46;85;75;13,33;1 800;Средний танк
VK 30.02 (D);7;1 150;37,3;56;80;75;15,00;1 650;Средний танк
VK 30.02 (D);7;1 150;37,9;56;80;75;13,64;1 841;Средний танк
VK 30.02 (D);7;1 250;39,8;56;80;105;7,59;2 658;Средний танк
VK 30.02 (D);7;1 250;39,2;56;80;75;16,67;1 833;Средний танк
VK 30.02 (D);7;1 250;39,4;56;80;75;15,00;2 025;Средний танк
VK 30.02 (D);7;1 250;39,7;56;80;88;9,38;2 063;Средний танк
Panther;7;1 200;44,5;55;85;75;14,29;1 929;Средний танк
Panther;7;1 200;45,2;55;85;105;7,50;2 625;Средний танк
Panther;7;1 200;45,3;55;85;75;13,04;1 761;Средний танк
Panther;7;1 300;44,9;55;85;75;15,00;2 025;Средний танк
Panther;7;1 300;45,2;55;85;105;7,50;2 625;Средний танк
Panther;7;1 300;45,2;55;85;75;13,64;1 841;Средний танк
Panzer 58;8;1 300;35,1;50;90;90;7,50;1 800;Средний танк
Panther mit 8,8 cm L/71;8;1 500;46,5;46;80;88;8,70;2 087;Средний танк
Panther II;8;1 400;52,4;55;100;75;15,00;2 025;Средний танк
Panther II;8;1 400;53,1;55;100;105;7,50;2 625;Средний танк
Panther II;8;1 400;53,2;55;100;75;13,64;1 841;Средний танк
Panther II;8;1 500;53,5;55;100;105;7,89;2 763;Средний танк
Panther II;8;1 500;53,1;55;100;75;15,79;2 132;Средний танк
Panther II;8;1 500;53,9;55;100;88;8,22;1 973;Средний танк
Panther II;8;1 500;53,5;55;100;75;14,29;1 929;Средний танк
Indien-Panzer;8;1 300;39,9;50;90;88;9,38;2 063;Средний танк
Indien-Panzer;8;1 300;40,4;50;90;88;7,79;1 870;Средний танк
Indien-Panzer;8;1 300;39,5;50;90;90;8,33;2 000;Средний танк
T 55A;9;1 700;37,5;50;100;100;7,79;2 494;Средний танк
Leopard Prototyp A;9;1 550;39,2;65;70;90;8,57;2 057;Средний танк
Leopard Prototyp A;9;1 550;39,0;65;70;105;4,62;1 800;Средний танк
Leopard Prototyp A;9;1 650;39,5;65;70;90;10,00;2 400;Средний танк
Leopard Prototyp A;9;1 650;39,2;65;70;105;5,41;2 108;Средний танк
E 50;9;1 650;59,2;60;150;75;15,79;2 132;Средний танк
E 50;9;1 650;60,0;60;150;88;8,22;1 973;Средний танк
E 50;9;1 650;59,6;60;150;75;14,29;1 929;Средний танк
E 50;9;1 650;60,9;60;150;88;8,70;2 087;Средний танк
E 50;9;1 750;61,3;60;150;75;17,14;2 314;Средний танк
E 50;9;1 750;62,2;60;150;88;8,57;2 057;Средний танк
E 50;9;1 750;61,7;60;150;75;15,79;2 132;Средний танк
E 50;9;1 750;63,0;60;150;88;9,09;2 182;Средний танк
E 50;9;1 750;62,6;60;150;105;6,25;2 438;Средний танк
Leopard 1;10;1 950;40,0;65;70;105;6,90;2 690;Средний танк
E 50 Ausf. M;10;2 050;62,3;60;150;105;6,25;2 438;Средний танк
Pz.Kpfw. B2 740 (f);4; 400;29,4;30;60;47;27,63;1 437;Тяжёлый танк
Durchbruchswagen 2;4; 390;29,9;35;50;75;13,95;1 535;Тяжёлый танк
Durchbruchswagen 2;4; 390;29,9;35;50;50;24,00;1 680;Тяжёлый танк
Durchbruchswagen 2;4; 440;30,2;35;50;75;14,63;1 610;Тяжёлый танк
Durchbruchswagen 2;4; 440;30,1;35;50;50;25,00;1 750;Тяжёлый танк
VK 30.01 (H);5; 600;32,0;35;50;75;15,38;1 692;Тяжёлый танк
VK 30.01 (H);5; 600;32,2;35;50;50;26,09;1 826;Тяжёлый танк
VK 30.01 (H);5; 600;32,9;35;50;75;13,95;1 535;Тяжёлый танк
VK 30.01 (H);5; 660;36,9;35;50;75;16,67;1 833;Тяжёлый танк
VK 30.01 (H);5; 660;36,8;35;50;50;26,09;1 826;Тяжёлый танк
VK 30.01 (H);5; 660;37,5;35;50;75;15,00;1 650;Тяжёлый танк
VK 30.01 (H);5; 660;38,2;35;50;105;7,50;2 625;Тяжёлый танк
VK 30.01 (H);5; 660;37,6;35;50;75;15,00;1 650;Тяжёлый танк
VK 30.01 (H);5; 660;37,8;35;50;75;11,54;1 558;Тяжёлый танк
VK 30.01 (H);5; 660;36,8;35;50;75;12,00;1 620;Тяжёлый танк
VK 36.01 (H);6; 850;41,4;50,5;100;105;7,50;2 625;Тяжёлый танк
VK 36.01 (H);6; 850;41,0;50,5;100;75;12,50;1 688;Тяжёлый танк
VK 36.01 (H);6; 850;40,1;50,5;100;75;13,04;1 761;Тяжёлый танк
VK 36.01 (H);6; 950;42,1;50,5;100;105;7,50;2 625;Тяжёлый танк
VK 36.01 (H);6; 950;41,7;50,5;100;75;13,64;1 841;Тяжёлый танк
VK 36.01 (H);6; 950;42,0;50,5;100;88;8,70;1 913;Тяжёлый танк
VK 36.01 (H);6; 950;40,7;50,5;100;75;14,29;1 929;Тяжёлый танк
VK 45.03;7;1 500;65,0;38;100;88;8,96;2 149;Тяжёлый танк
VK 45.02 (P) Ausf. B7;7;1 500;65,0;35;80;88;7,79;1 870;Тяжёлый танк
Tiger I L/56;7;1 700;56,6;40;100;88;12,77;2 809;Тяжёлый танк
Tiger I;7;1 400;55,5;40;100;75;15,00;2 025;Тяжёлый танк
Tiger I;7;1 400;56,4;40;100;105;7,50;2 625;Тяжёлый танк
Tiger I;7;1 400;56,4;40;100;88;9,52;2 095;Тяжёлый танк
Tiger I;7;1 500;57,2;40;100;105;7,50;2 625;Тяжёлый танк
Tiger I;7;1 500;56,8;40;100;75;15,00;2 025;Тяжёлый танк
Tiger I;7;1 500;57,1;40;100;88;10,91;2 400;Тяжёлый танк
Tiger I;7;1 500;57,6;40;100;88;8,96;2 149;Тяжёлый танк
Tiger (P);7;1 350;59,8;35;200;75;13,04;1 761;Тяжёлый танк
Tiger (P);7;1 350;60,2;35;200;105;7,50;2 625;Тяжёлый танк
Tiger (P);7;1 350;60,2;35;200;88;8,57;1 886;Тяжёлый танк
Tiger (P);7;1 350;60,7;35;200;88;6,59;1 582;Тяжёлый танк
Tiger (P);7;1 450;60,5;35;200;75;13,04;1 761;Тяжёлый танк
Tiger (P);7;1 450;60,9;35;200;105;7,50;2 625;Тяжёлый танк
Tiger (P);7;1 450;60,8;35;200;88;9,09;2 000;Тяжёлый танк
Tiger (P);7;1 450;61,3;35;200;88;6,98;1 674;Тяжёлый танк
VK 100.01 (P);8;1 650;120,0;20;140;128;3,53;1 729;Тяжёлый танк
L?we;8;1 650;90,0;35;120;105;5,00;1 600;Тяжёлый танк
VK 45.02 (P) Ausf. A;8;1 470;53,6;38;120;88;9,23;2 031;Тяжёлый танк
VK 45.02 (P) Ausf. A;8;1 470;54,2;38;120;88;7,32;1 756;Тяжёлый танк
VK 45.02 (P) Ausf. A;8;1 470;54,7;38;120;105;5,50;1 761;Тяжёлый танк
VK 45.02 (P) Ausf. A;8;1 570;56,1;38;120;88;9,23;2 031;Тяжёлый танк
VK 45.02 (P) Ausf. A;8;1 570;56,6;38;120;88;7,79;1 870;Тяжёлый танк
VK 45.02 (P) Ausf. A;8;1 570;57,0;38;120;105;5,94;1 901;Тяжёлый танк
Tiger II;8;1 500;68,1;38;150;88;8,96;2 149;Тяжёлый танк
Tiger II;8;1 500;69,0;38;150;105;5,50;1 761;Тяжёлый танк
Tiger II;8;1 500;69,6;38;150;105;5,50;1 761;Тяжёлый танк
Tiger II;8;1 600;69,9;38;150;88;8,96;2 149;Тяжёлый танк
Tiger II;8;1 600;70,3;38;150;105;5,77;1 846;Тяжёлый танк
Tiger II;8;1 600;70,9;38;150;105;5,77;1 846;Тяжёлый танк
E 75;9;1 820;85,0;40;160;88;7,79;1 870;Тяжёлый танк
E 75;9;1 820;85,5;40;160;105;5,94;1 901;Тяжёлый танк
E 75;9;1 820;86,1;40;160;105;5,83;1 864;Тяжёлый танк
E 75;9;1 920;90,7;40;160;88;8,22;1 973;Тяжёлый танк
E 75;9;1 920;91,1;40;160;105;6,74;2 157;Тяжёлый танк
E 75;9;1 920;91,7;40;160;105;6,59;2 110;Тяжёлый танк
E 75;9;1 920;91,6;40;160;128;3,82;1 873;Тяжёлый танк
VK 45.02 (P) Ausf. B;9;1 850;72,5;30;200;88;7,79;1 870;Тяжёлый танк
VK 45.02 (P) Ausf. B;9;1 850;73,1;30;200;105;5,94;1 901;Тяжёлый танк
VK 45.02 (P) Ausf. B;9;1 850;73,7;30;200;105;5,83;1 864;Тяжёлый танк
VK 45.02 (P) Ausf. B;9;1 950;77,7;30;200;88;8,22;1 973;Тяжёлый танк
VK 45.02 (P) Ausf. B;9;1 950;78,1;30;200;105;6,74;2 157;Тяжёлый танк
VK 45.02 (P) Ausf. B;9;1 950;78,7;30;200;105;6,59;2 110;Тяжёлый танк
VK 45.02 (P) Ausf. B;9;1 950;78,6;30;200;128;3,82;1 873;Тяжёлый танк
VK 72.01 (K);10;2 500;120,0;43;200;150;2,73;2 045;Тяжёлый танк
E 100;10;2 700;129,7;30;200;128;4,20;2 056;Тяжёлый танк
E 100;10;2 700;129,9;30;200;150;3,00;2 250;Тяжёлый танк
Maus;10;3 000;189,0;20;200;128;4,03;1 973;Тяжёлый танк
Panzerj?ger I;2; 120;6,0;40;13;37;28,57;1 143;ПТ-САУ
Panzerj?ger I;2; 120;6,3;40;13;47;24,00;1 440;ПТ-САУ
Panzerj?ger I;2; 120;6,4;40;13;47;24,00;1 440;ПТ-САУ
Marder II;3; 165;11,0;40;30;76,2;12,00;1 380;ПТ-САУ
Marder II;3; 165;11,0;40;30;75;12,50;1 375;ПТ-САУ
Marder II;3; 165;11,0;40;30;75;12,50;1 375;ПТ-САУ
Marder 38T;4; 270;10,8;47;50;76,2;16,67;1 917;ПТ-САУ
Marder 38T;4; 270;10,8;47;50;75;17,65;1 941;ПТ-САУ
Marder 38T;4; 270;10,8;47;50;75;18,75;2 063;ПТ-САУ
Hetzer;4; 270;16,2;42;60;75;15,38;1 692;ПТ-САУ
Hetzer;4; 270;16,9;42;60;105;6,98;2 442;ПТ-САУ
Hetzer;4; 270;16,3;42;60;75;15,38;1 692;ПТ-САУ
Hetzer;4; 270;16,4;42;60;75;15,38;1 692;ПТ-САУ
StuG III Ausf. B;4; 260;21,9;40;50;75;15,38;1 692;ПТ-САУ
StuG III Ausf. B;4; 260;22,7;40;50;75;15,38;1 692;ПТ-САУ
StuG III Ausf. B;4; 260;23,3;40;50;105;6,67;2 333;ПТ-САУ
StuG III Ausf. B;4; 260;22,8;40;50;75;15,38;1 692;ПТ-САУ
StuG IV;5; 360;25,9;38;80;75;16,22;1 784;ПТ-САУ
Pz.Sfl. IVc;5; 350;22,3;60;20;75;15,00;2 025;ПТ-САУ
Pz.Sfl. IVc;5; 350;23,2;60;20;88;8,82;1 941;ПТ-САУ
Pz.Sfl. IVc;5; 350;26,0;60;20;88;8,00;1 920;ПТ-САУ
StuG III Ausf. G;5; 350;22,7;40;80;75;15,38;1 692;ПТ-САУ
StuG III Ausf. G;5; 350;23,9;40;80;105;8,33;2 917;ПТ-САУ
StuG III Ausf. G;5; 350;23,3;40;80;75;15,38;1 692;ПТ-САУ
StuG III Ausf. G;5; 350;23,6;40;80;75;13,33;1 800;ПТ-САУ
Dicker Max;6; 550;25,0;40;50;105;6,45;1 935;ПТ-САУ
Nashorn;6; 600;23,1;40;30;75;16,67;2 250;ПТ-САУ
Nashorn;6; 600;23,5;40;30;88;10,71;2 357;ПТ-САУ
Nashorn;6; 600;24,0;40;30;88;9,52;2 286;ПТ-САУ
Jagdpanzer IV;6; 600;24,1;40;80;75;18,75;2 063;ПТ-САУ
Jagdpanzer IV;6; 600;24,4;40;80;75;15,79;2 132;ПТ-САУ
Jagdpanzer IV;6; 600;24,8;40;80;88;11,11;2 444;ПТ-САУ
Krupp-Steyr Waffentr?ger;7; 850;14,0;35;20;88;9,09;2 182;ПТ-САУ
E 25;7; 830;26,3;65;50;75;20,00;2 700;ПТ-САУ
Sturer Emil;7; 850;33,5;25;50;105;7,69;2 308;ПТ-САУ
Sturer Emil;7; 850;36,4;25;50;128;4,35;2 130;ПТ-САУ
Sturer Emil;7; 850;36,5;25;50;128;4,35;2 130;ПТ-САУ
Jagdpanther;7; 850;44,3;55;80;75;15,79;2 132;ПТ-САУ
Jagdpanther;7; 850;45,0;55;80;88;11,11;2 444;ПТ-САУ
Jagdpanther;7; 850;45,6;55;80;88;9,84;2 361;ПТ-САУ
Jagdpanther;7; 850;46,0;55;80;105;7,32;2 341;ПТ-САУ
Rheinmetall Skorpion;8;1 300;38,2;60;30;128;4,23;2 070;ПТ-САУ
Kanonenjagdpanzer;8;1 200;25,7;70;30;90;9,52;2 286;ПТ-САУ
8,8 cm Pak 43 Jagdtiger;8;1 300;69,7;38;250;88;11,11;2 667;ПТ-САУ
Rhm.-Borsig Waffentr?ger;8;1 100;20,6;35;20;128;5,22;2 557;ПТ-САУ
Rhm.-Borsig Waffentr?ger;8;1 100;18,5;35;20;150;3,00;2 250;ПТ-САУ
Rhm.-Borsig Waffentr?ger;8;1 100;18,6;35;20;150;3,00;2 250;ПТ-САУ
Jagdpanther II;8;1 150;51,7;55;100;88;10,00;2 400;ПТ-САУ
Jagdpanther II;8;1 150;52,5;55;100;105;7,50;2 400;ПТ-САУ
Jagdpanther II;8;1 150;53,1;55;100;128;5,13;2 513;ПТ-САУ
Ferdinand;8;1 200;65,9;30;200;88;9,84;2 361;ПТ-САУ
Ferdinand;8;1 200;66,3;30;200;105;7,32;2 341;ПТ-САУ
Ferdinand;8;1 200;66,8;30;200;128;5,00;2 450;ПТ-САУ
Waffentr?ger auf Pz. IV;9;1 600;26,9;38;80;128;5,66;2 774;ПТ-САУ
Waffentr?ger auf Pz. IV;9;1 600;27,4;38;80;128;5,17;2 897;ПТ-САУ
Waffentr?ger auf Pz. IV;9;1 600;24,8;38;80;150;3,53;2 647;ПТ-САУ
Waffentr?ger auf Pz. IV;9;1 600;25,3;38;80;150;3,53;2 647;ПТ-САУ
Jagdtiger;9;1 800;74,6;38;250;128;5,50;2 697;ПТ-САУ
Jagdtiger;9;1 800;75,4;38;250;128;5,26;2 947;ПТ-САУ
Jagdtiger;9;1 800;75,5;38;250;128;5,26;2 947;ПТ-САУ
Waffentr?ger auf E 100;10;2 000;100,0;40;200;128;4,55;2 545;ПТ-САУ
Waffentr?ger auf E 100;10;2 000;97,8;40;200;150;4,07;3 051;ПТ-САУ
Jagdpanzer E 100;10;2 200;133,9;30;200;170;2,33;2 451;ПТ-САУ
G.Pz. Mk. VI (e);2; 90;6,5;50;22;105;2,22;911;САУ
G.Pz. Mk. VI (e);2; 90;6,5;50;22;105;2,22;911;САУ
Wespe;3; 130;10,9;40;30;105;3,00;1 230;САУ
Wespe;3; 130;11,1;40;30;105;3,00;1 230;САУ
Wespe;3; 130;11,1;40;30;105;3,00;1 230;САУ
Sturmpanzer I Bison;3; 130;6,8;40;13;150;2,63;921;САУ
Sturmpanzer I Bison;3; 130;6,9;40;13;150;2,63;921;САУ
Sturmpanzer I Bison;3; 130;7,2;40;13;150;2,63;921;САУ
Pz.Sfl. IVb;4; 200;17,8;35;20;105;3,87;1 587;САУ
Pz.Sfl. IVb;4; 200;17,9;35;20;105;3,87;1 587;САУ
Pz.Sfl. IVb;4; 200;18,0;35;20;105;3,87;1 587;САУ
Sturmpanzer II;4; 190;15,9;45;30;150;3,45;1 207;САУ
Sturmpanzer II;4; 190;16,1;45;30;150;3,45;1 207;САУ
Sturmpanzer II;4; 190;16,1;45;30;150;3,45;1 207;САУ
Grille;5; 240;11,4;42;15;150;3,75;1 313;САУ
Grille;5; 240;11,9;42;15;150;2,55;1 736;САУ
Grille;5; 240;11,9;42;15;150;2,55;1 736;САУ
Hummel;6; 300;22,2;42;30;150;2,61;1 774;САУ
Hummel;6; 300;22,9;42;30;150;1,92;1 821;САУ
Hummel;6; 300;23,0;42;30;150;1,92;1 821;САУ
G.W. Panther;7; 360;29,6;46;50;150;2,11;2 000;САУ
G.W. Panther;7; 360;29,9;46;50;150;1,74;2 087;САУ
G.W. Panther;7; 360;30,0;46;50;150;1,74;2 087;САУ
G.W. Tiger (P);8; 440;74,9;35;100;170;1,69;2 366;САУ
G.W. Tiger (P);8; 440;74,1;35;100;210;1,16;2 317;САУ
G.W. Tiger (P);8; 440;74,2;35;100;210;1,16;2 317;САУ
G.W. Tiger;9; 500;59,4;45;30;170;1,82;2 545;САУ
G.W. Tiger;9; 500;59,0;45;30;210;1,25;2 500;САУ
G.W. Tiger;9; 500;59,1;45;30;210;1,25;2 500;САУ
G.W. E 100;10; 550;87,0;40;80;210;1,41;2 824;САУ
T1 Cunningham;1; 105;7,2;41;10;37;24,00;720;Лёгкий танк
T1 Cunningham;1; 105;7,3;41;10;37;30,00;900;Лёгкий танк
T1 Cunningham;1; 115;7,6;41;10;37;24,00;720;Лёгкий танк
T1 Cunningham;1; 115;7,6;41;10;37;30,00;900;Лёгкий танк
T1 Cunningham;1; 115;7,6;41;10;20;74,38;893;Лёгкий танк
T1 Cunningham;1; 115;7,6;41;10;37;30,00;900;Лёгкий танк
T2 Light Tank;2; 150;7,6;72;17;20;101,58;1 219;Лёгкий танк
T7 Combat Car;2; 150;10,0;56;15,9;12,7;103,77;830;Лёгкий танк
T1E6;2; 160;9,0;48,3;15,9;37;42,86;1 286;Лёгкий танк
